cid,cid_shuffled,cid_shuffled_std,cid_normalized,compression_gain,snapshot,nbins,n_particles_total,box_length,n_particles_filtered,atom_types,snapshot_num,shannon_entropy
0.0167451,0.0239532,0.0,0.69907569761034,0.3009243023896599,snapshot_158.xyz,64,4000,16.796962,4000,all,158,7.643016851944941
0.0171706,0.0243017,0.0,0.7065596234008321,0.2934403765991679,snapshot_159.xyz,64,4000,16.796962,4000,all,159,7.646551143797646
0.0170327,0.0241106,0.0,0.7064403208547279,0.2935596791452721,snapshot_160.xyz,64,4000,16.796962,4000,all,160,7.63726135810624
0.0170212,0.0239195,0.0,0.7116035034177136,0.2883964965822864,snapshot_161.xyz,64,4000,16.796962,4000,all,161,7.638743523667298
0.0173544,0.0240769,0.0,0.7207904672113105,0.2792095327886895,snapshot_162.xyz,64,4000,16.796962,4000,all,162,7.637095021507514
0.017228,0.0239195,0.0,0.7202491690879826,0.2797508309120173,snapshot_163.xyz,64,4000,16.796962,4000,all,163,7.634165940910566
0.0176527,0.0242343,0.0,0.7284179860775842,0.2715820139224157,snapshot_164.xyz,64,4000,16.796962,4000,all,164,7.637361651940239
0.0173658,0.0240882,0.0,0.7209255984257853,0.2790744015742147,snapshot_165.xyz,64,4000,16.796962,4000,all,165,7.634519958560849
0.017538,0.0240994,0.0,0.7277359602313751,0.2722640397686249,snapshot_166.xyz,64,4000,16.796962,4000,all,166,7.644908205219902
0.0176183,0.0241669,0.0,0.7290260645759282,0.2709739354240718,snapshot_167.xyz,64,4000,16.796962,4000,all,167,7.6421017333958146
0.0178018,0.0240095,0.0,0.7414481767633645,0.2585518232366355,snapshot_168.xyz,64,4000,16.796962,4000,all,168,7.6420906103050505
0.0177101,0.0240769,0.0,0.7355639637993263,0.2644360362006737,snapshot_169.xyz,64,4000,16.796962,4000,all,169,7.645121711652387
0.0175495,0.0241669,0.0,0.7261791955112157,0.2738208044887843,snapshot_170.xyz,64,4000,16.796962,4000,all,170,7.645557023962468
0.0175724,0.0240882,0.0,0.729502411969346,0.270497588030654,snapshot_171.xyz,64,4000,16.796962,4000,all,171,7.64056085164666
0.0177559,0.0242905,0.0,0.7309812478129311,0.2690187521870689,snapshot_172.xyz,64,4000,16.796962,4000,all,172,7.634175504023128
0.0176068,0.0240432,0.0,0.7322985293139016,0.2677014706860984,snapshot_173.xyz,64,4000,16.796962,4000,all,173,7.632921710553019
0.0176871,0.0239982,0.0,0.737017776333225,0.262982223666775,snapshot_174.xyz,64,4000,16.796962,4000,all,174,7.629460456155902
0.0180081,0.0241556,0.0,0.7455041481064432,0.2544958518935568,snapshot_175.xyz,64,4000,16.796962,4000,all,175,7.648739190894614
0.0179393,0.0241669,0.0,0.7423086949505314,0.2576913050494686,snapshot_176.xyz,64,4000,16.796962,4000,all,176,7.641229121572357
0.0180882,0.0240095,0.0,0.7533767883546096,0.2466232116453903,snapshot_177.xyz,64,4000,16.796962,4000,all,177,7.653058201666771
0.0180997,0.0240319,0.0,0.753153100670359,0.246846899329641,snapshot_178.xyz,64,4000,16.796962,4000,all,178,7.657233969109294
0.0179049,0.0240769,0.0,0.7436547063783129,0.2563452936216871,snapshot_179.xyz,64,4000,16.796962,4000,all,179,7.656826066185024
0.0178018,0.0241669,0.0,0.7366190947121889,0.2633809052878111,snapshot_180.xyz,64,4000,16.796962,4000,all,180,7.643109095386662
0.0179164,0.0243354,0.0,0.7362278820155,0.2637721179844999,snapshot_181.xyz,64,4000,16.796962,4000,all,181,7.6368269510618845
0.0181798,0.0241444,0.0,0.752961349215553,0.2470386507844469,snapshot_182.xyz,64,4000,16.796962,4000,all,182,7.638510812267146
0.0180539,0.0241444,0.0,0.7477468895478869,0.252253110452113,snapshot_183.xyz,64,4000,16.796962,4000,all,183,7.636089742767124
0.0179737,0.0239757,0.0,0.7496632006573322,0.2503367993426678,snapshot_184.xyz,64,4000,16.796962,4000,all,184,7.649468363495405
0.0181913,0.0242568,0.0,0.7499464067807791,0.2500535932192209,snapshot_185.xyz,64,4000,16.796962,4000,all,185,7.6418411264157395
0.0182027,0.0241781,0.0,0.7528589922285043,0.2471410077714957,snapshot_186.xyz,64,4000,16.796962,4000,all,186,7.637950091275275
0.0183629,0.0241556,0.0,0.7601922535561113,0.2398077464438887,snapshot_187.xyz,64,4000,16.796962,4000,all,187,7.631173824330096
0.0182828,0.0241556,0.0,0.7568762522976038,0.2431237477023962,snapshot_188.xyz,64,4000,16.796962,4000,all,188,7.637041169671985
0.0182371,0.0240207,0.0,0.7592243356771451,0.2407756643228549,snapshot_189.xyz,64,4000,16.796962,4000,all,189,7.632748949451841
0.0180768,0.0239532,0.0,0.7546716096387956,0.2453283903612043,snapshot_190.xyz,64,4000,16.796962,4000,all,190,7.621772733433167
0.018706,0.0242118,0.0,0.7725984850362221,0.2274015149637779,snapshot_191.xyz,64,4000,16.796962,4000,all,191,7.6269228384300645
0.0184087,0.0237732,0.0,0.7743467433917184,0.2256532566082816,snapshot_192.xyz,64,4000,16.796962,4000,all,192,7.63360531264769
